tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N693CA,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N693NK,2018,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N694DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N694NK,2018,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N695CA,2006,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N695DL,1998,NA,BOEING,757-232,2,178,NA,Turbo-fan
N695NK,2019,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N696DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N696NK,2019,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N697DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N697NK,2010,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N69804,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69810,2013,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69813,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69816,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69818,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69819,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69824,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69826,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69829,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69830,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69833,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69835,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69838,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69839,2014,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69840,2015,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69847,2015,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69885,2015,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N69888,2015,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N698NK,2010,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N699DL,1999,NA,BOEING,757-232,2,178,NA,Turbo-fan
N70020,2014,NA,AIRBUS,A319-115,2,147,NA,Turbo-fan
N700UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N701FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N701UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N702FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N702SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702TW,1996,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N702UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N703JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N703TW,1996,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N703UW,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N704US,1998,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704X,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N705FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N705JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705TW,1997,NA,BOEING,757-231,2,178,NA,Turbo-fan
N705UW,NA,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N706FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N706JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N706TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N707EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N708FR,2015,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N708JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N709EV,2002,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N709JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N709UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N710FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N710TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N710UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N711HK,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N711UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N712FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N712JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N712SK,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N712TW,1997,NA,BOEING,757-2Q8,2,178,NA,Turbo-fan
N712US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N713EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N713UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N714CB,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N714FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N714US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N715FR,2016,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N715JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N715UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N716FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N716SW,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N716UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N717FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N717JL,2002,NA,BOEING,717-200,2,100,NA,Turbo-fan
N717SA,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N717TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N717UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N718AN,2012,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N718FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N718TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N719AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N719FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N720AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N720EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N720FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N720WN,1998,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N721AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N721FR,2017,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N721TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N721UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N721YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N722AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N722EV,2003,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N722FR,2018,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N722TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N722US,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N722YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N723AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N723FR,2018,NA,AIRBUS,A321-211,2,199,NA,Turbo-fan
N723TW,2000,NA,BOEING,757-231,2,178,NA,Turbo-fan
N723UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N723YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N72405,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N724AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N724SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N724UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N724YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N725AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N725SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N725UW,1999,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N725YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N726AN,2013,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N726YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N727AN,2014,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N727SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N727TW,1999,NA,BOEING,757-231,2,178,NA,Turbo-fan
N727YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N728AN,2014,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N728SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N728SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N728YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N729AN,2014,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N729JB,NA,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N729SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N729YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N730AN,2014,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N730SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N730SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N730US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N730YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N731AN,2014,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N731SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N731YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N73251,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73256,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73259,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73270,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73275,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73276,2002,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73283,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N73291,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N732AN,NA,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N732SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N732US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N732YX,2015,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N733AR,2015,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N733SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N733UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N733YX,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N73406,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N73445,2011,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N734AR,2015,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N734SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N735AT,2016,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N735SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N736AT,2016,NA,BOEING,777-323ER,2,563,NA,Turbo-fan
N736SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N736YX,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N737JW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N737US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N73860,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N738CB,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N738EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N738US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N739YX,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N74007,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N740UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N740YX,2016,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N741EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N741UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N741YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N742PS,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N742SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N742YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N743YX,2017,NA,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N744EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N744P,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N744SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N744YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N745SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N745VJ,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N745YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N746JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N746SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N746UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N746YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N747SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N747UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N747YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N74856,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N748SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N748SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N748UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N748YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N749SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N749US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N749YX,2017,NA,EMBRAER,ERJ 170-200 LR,2,88,NA,Turbo-fan
N750AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N750EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N750SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N750SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N750UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N750YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N751AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N751SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N751UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N751YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N752AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N752EV,NA,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N752SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N752US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N752YX,2017,NA,EMBRAER S A,ERJ 170-200 LR,2,88,NA,Turbo-fan
N753AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N753EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N753US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N75410,2001,NA,BOEING,737-924,2,191,NA,Turbo-fan
N75425,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75426,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75428,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75429,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75432,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75433,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75435,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N75436,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N754AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N754EV,2004,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N754SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N754UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N755AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N755EV,NA,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N755SA,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N755SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N755US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N756AM,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N756SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N756US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N757AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N757LV,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N757UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N75851,2001,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75853,2002,NA,BOEING,757-324,2,275,NA,Turbo-fan
N75854,2002,NA,BOEING,757-324,2,275,NA,Turbo-fan
N758AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N758EV,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N758SW,1999,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N758US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N759AN,2001,NA,BOEING,777-223,2,440,NA,Turbo-fan
N76010,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N76021,2010,NA,BOEING,777-224,2,400,NA,Turbo-fan
N76054,2000,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76055,2001,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76062,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76064,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N76065,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N760AN,2002,NA,BOEING,777-223,2,440,NA,Turbo-fan
N760JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N760MQ,2009,NA,EMBRAER,ERJ 170-100 STD,2,80,NA,Turbo-fan
N760SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N760US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N761AJ,2002,NA,BOEING,777-223,2,440,NA,Turbo-fan
N761ND,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N761RW,NA,NA,EMBRAER,ERJ 170-100 STD,2,80,NA,Turbo-fan
N76254,2000,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76265,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76269,2001,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76288,2004,NA,BOEING,737-824,2,149,NA,Turbo-fan
N762AN,2002,NA,BOEING,777-223,2,440,NA,Turbo-fan
N762DT,2009,NA,EMBRAER,ERJ 170-100 STD,2,80,NA,Turbo-fan
N762SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N762SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N762US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N763CC,NA,NA,EMBRAER,ERJ 170-100 STD,2,80,NA,Turbo-fan
N763JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N763SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N763US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N764JD,NA,NA,EMBRAER,ERJ 170-100 STD,2,80,NA,Turbo-fan
N764SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N764US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N76502,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76503,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76504,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76505,2006,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76508,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76514,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76515,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76516,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76517,2008,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76519,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76522,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76523,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76526,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76528,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76529,2010,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76532,2016,NA,BOEING,737-824,2,149,NA,Turbo-fan
N76533,2016,NA,BOEING,737-824,2,149,NA,Turbo-fan
N765AN,2003,NA,BOEING,777-223,2,440,NA,Turbo-fan
N765SK,2005,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N765SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N765US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N766AN,2003,NA,BOEING,777-223,2,440,NA,Turbo-fan
N766JB,2008,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N766JM,NA,NA,EMPRESA BRASILEIRA DE AERO S A,ERJ 170-100 STD,2,80,NA,Turbo-fan
N766US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N767AJ,2006,NA,BOEING,777-223,2,440,NA,Turbo-fan
N767SW,NA,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N767UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N768AA,2006,NA,BOEING,777-223,2,440,NA,Turbo-fan
N768JB,2009,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N768UA,1995,NA,BOEING,777-222,2,400,NA,Turbo-fan
N768US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N769SW,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N769US,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N77006,1998,NA,BOEING,777-224,2,400,NA,Turbo-fan
N77012,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N77014,1999,NA,BOEING,777-224,2,400,NA,Turbo-fan
N77019,2007,NA,BOEING,777-224,2,400,NA,Turbo-fan
N77022,2010,NA,BOEING,777-224,2,400,NA,Turbo-fan
N7702A,2004,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7704B,2004,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N77066,2002,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N770AN,1999,NA,BOEING,777-223,2,440,NA,Turbo-fan
N770SA,2000,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N770SK,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N770UW,2000,NA,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N7713A,2005,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7715E,2005,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N771AN,1999,NA,BOEING,777-223,2,440,NA,Turbo-fan
N771SK,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N771UA,1995,NA,BOEING,777-222,2,400,NA,Turbo-fan
N771XF,2003,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N7720F,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N7721E,2006,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
